Número del comprobante,Fecha,Descripción,Código de cuenta,Débito,Crédito,Detalle de la línea
RC-202608-0072,2026-08-05,Recaudo canon agosto — Transversal 135 # 75-66 Apto 404,111005,2060000,,Pago de Héctor Fabio
RC-202608-0072,2026-08-05,Recaudo canon agosto — Transversal 135 # 75-66 Apto 404,28150505,,1750000,Canon
RC-202608-0072,2026-08-05,Recaudo canon agosto — Transversal 135 # 75-66 Apto 404,28150510,,310000,Cuota de administración
RC-202608-0075,2026-08-05,Recaudo canon julio (atrasado) — Calle 6 # 82-49 Local 16,111005,4390000,,Pago de Alejandro Moreno
RC-202608-0075,2026-08-05,Recaudo canon julio (atrasado) — Calle 6 # 82-49 Local 16,28150505,,4150000,Canon
RC-202608-0075,2026-08-05,Recaudo canon julio (atrasado) — Calle 6 # 82-49 Local 16,28150510,,240000,Cuota de administración
RC-202608-0081,2026-08-05,Recaudo canon agosto — Avenida 41 # 29-72 Apto 102,111005,2850000,,Pago de Luisa Fernanda
RC-202608-0081,2026-08-05,Recaudo canon agosto — Avenida 41 # 29-72 Apto 102,28150505,,2400000,Canon
RC-202608-0081,2026-08-05,Recaudo canon agosto — Avenida 41 # 29-72 Apto 102,28150510,,450000,Cuota de administración
RC-202608-0085,2026-08-05,Recaudo canon agosto — Calle 14 # 55-49 Local 13,111005,6660000,,Pago de Camila Torres
RC-202608-0085,2026-08-05,Recaudo canon agosto — Calle 14 # 55-49 Local 13,28150505,,6350000,Canon
RC-202608-0085,2026-08-05,Recaudo canon agosto — Calle 14 # 55-49 Local 13,28150510,,310000,Cuota de administración
RC-202608-0088,2026-08-05,Recaudo canon agosto — Transversal 11 # 41-72 Apto 502,111005,3830000,,Pago de Juliana Cardona
RC-202608-0088,2026-08-05,Recaudo canon agosto — Transversal 11 # 41-72 Apto 502,28150505,,3500000,Canon
RC-202608-0088,2026-08-05,Recaudo canon agosto — Transversal 11 # 41-72 Apto 502,28150510,,330000,Cuota de administración
RC-202608-0089,2026-08-05,Recaudo canon agosto — Carrera 61A # 98-95 Local 18,111005,6230000,,Pago de Hernán Uribe
RC-202608-0089,2026-08-05,Recaudo canon agosto — Carrera 61A # 98-95 Local 18,28150505,,6200000,Canon
RC-202608-0089,2026-08-05,Recaudo canon agosto — Carrera 61A # 98-95 Local 18,28150510,,30000,Cuota de administración
RC-202608-0091,2026-08-05,Recaudo canon agosto — Avenida 44 # 29-91 Apto 102,111005,2580000,,Pago de Héctor Fabio
RC-202608-0091,2026-08-05,Recaudo canon agosto — Avenida 44 # 29-91 Apto 102,28150505,,2150000,Canon
RC-202608-0091,2026-08-05,Recaudo canon agosto — Avenida 44 # 29-91 Apto 102,28150510,,430000,Cuota de administración
CI-202608-0001,2026-08-05,Comisión 9% agosto — Calle 75 # 57-31 Apto 802,28150505,257040,,Descuento de comisión e IVA
CI-202608-0001,2026-08-05,Comisión 9% agosto — Calle 75 # 57-31 Apto 802,415510,,216000,Comisión de administración
CI-202608-0001,2026-08-05,Comisión 9% agosto — Calle 75 # 57-31 Apto 802,240805,,41040,IVA 19 % sobre la comisión
CI-202608-0002,2026-08-05,Comisión 10% agosto — Carrera 39D # 12-92 Apto 1003,28150505,190400,,Descuento de comisión e IVA
CI-202608-0002,2026-08-05,Comisión 10% agosto — Carrera 39D # 12-92 Apto 1003,415510,,160000,Comisión de administración
CI-202608-0002,2026-08-05,Comisión 10% agosto — Carrera 39D # 12-92 Apto 1003,240805,,30400,IVA 19 % sobre la comisión
CI-202608-0005,2026-08-05,Comisión 10% agosto — Calle 51 # 27-72 Casa 1,28150505,422450,,Descuento de comisión e IVA
CI-202608-0005,2026-08-05,Comisión 10% agosto — Calle 51 # 27-72 Casa 1,415510,,355000,Comisión de administración
CI-202608-0005,2026-08-05,Comisión 10% agosto — Calle 51 # 27-72 Casa 1,240805,,67450,IVA 19 % sobre la comisión
CI-202608-0007,2026-08-05,Comisión 8% agosto — Carrera 29 # 35-73,28150505,199920,,Descuento de comisión e IVA
CI-202608-0007,2026-08-05,Comisión 8% agosto — Carrera 29 # 35-73,415510,,168000,Comisión de administración
CI-202608-0007,2026-08-05,Comisión 8% agosto — Carrera 29 # 35-73,240805,,31920,IVA 19 % sobre la comisión
CI-202608-0010,2026-08-05,Comisión 10% agosto — Carrera 4 # 70-54 Of. 1505,28150505,547400,,Descuento de comisión e IVA
CI-202608-0010,2026-08-05,Comisión 10% agosto — Carrera 4 # 70-54 Of. 1505,415510,,460000,Comisión de administración
CI-202608-0010,2026-08-05,Comisión 10% agosto — Carrera 4 # 70-54 Of. 1505,240805,,87400,IVA 19 % sobre la comisión
CI-202608-0011,2026-08-05,Comisión 10% agosto — Calle 135 # 58-45 Apto 1103,28150505,487900,,Descuento de comisión e IVA
CI-202608-0011,2026-08-05,Comisión 10% agosto — Calle 135 # 58-45 Apto 1103,415510,,410000,Comisión de administración
CI-202608-0011,2026-08-05,Comisión 10% agosto — Calle 135 # 58-45 Apto 1103,240805,,77900,IVA 19 % sobre la comisión
CI-202608-0012,2026-08-05,Comisión 8% agosto — Diagonal 38 # 84-69 Apto 1004,28150505,176120,,Descuento de comisión e IVA
CI-202608-0012,2026-08-05,Comisión 8% agosto — Diagonal 38 # 84-69 Apto 1004,415510,,148000,Comisión de administración
CI-202608-0012,2026-08-05,Comisión 8% agosto — Diagonal 38 # 84-69 Apto 1004,240805,,28120,IVA 19 % sobre la comisión
CI-202608-0013,2026-08-05,Comisión 8% agosto — Carrera 84 # 25-96 Apto 701,28150505,314160,,Descuento de comisión e IVA
CI-202608-0013,2026-08-05,Comisión 8% agosto — Carrera 84 # 25-96 Apto 701,415510,,264000,Comisión de administración
CI-202608-0013,2026-08-05,Comisión 8% agosto — Carrera 84 # 25-96 Apto 701,240805,,50160,IVA 19 % sobre la comisión
CI-202608-0014,2026-08-05,Comisión 10% agosto — Carrera 143 Sur # 44-68 Local 14,28150505,678300,,Descuento de comisión e IVA
CI-202608-0014,2026-08-05,Comisión 10% agosto — Carrera 143 Sur # 44-68 Local 14,415510,,570000,Comisión de administración
CI-202608-0014,2026-08-05,Comisión 10% agosto — Carrera 143 Sur # 44-68 Local 14,240805,,108300,IVA 19 % sobre la comisión
CI-202608-0023,2026-08-05,Comisión 8% agosto — Carrera 17 # 28-49 Apto 801,28150505,133280,,Descuento de comisión e IVA
CI-202608-0023,2026-08-05,Comisión 8% agosto — Carrera 17 # 28-49 Apto 801,415510,,112000,Comisión de administración
CI-202608-0023,2026-08-05,Comisión 8% agosto — Carrera 17 # 28-49 Apto 801,240805,,21280,IVA 19 % sobre la comisión
CI-202608-0024,2026-08-05,Comisión 10% agosto — Calle 72 # 74-77 Apto 504,28150505,130900,,Descuento de comisión e IVA
CI-202608-0024,2026-08-05,Comisión 10% agosto — Calle 72 # 74-77 Apto 504,415510,,110000,Comisión de administración
CI-202608-0024,2026-08-05,Comisión 10% agosto — Calle 72 # 74-77 Apto 504,240805,,20900,IVA 19 % sobre la comisión
CI-202608-0026,2026-08-05,Comisión 8% agosto — Calle 45B # 81-25,28150505,542640,,Descuento de comisión e IVA
CI-202608-0026,2026-08-05,Comisión 8% agosto — Calle 45B # 81-25,415510,,456000,Comisión de administración
CI-202608-0026,2026-08-05,Comisión 8% agosto — Calle 45B # 81-25,240805,,86640,IVA 19 % sobre la comisión
CI-202608-0027,2026-08-05,Comisión 10% agosto — Diagonal 43 Bis # 37-8 Of. 202,28150505,452200,,Descuento de comisión e IVA
CI-202608-0027,2026-08-05,Comisión 10% agosto — Diagonal 43 Bis # 37-8 Of. 202,415510,,380000,Comisión de administración
CI-202608-0027,2026-08-05,Comisión 10% agosto — Diagonal 43 Bis # 37-8 Of. 202,240805,,72200,IVA 19 % sobre la comisión
CI-202608-0028,2026-08-05,Comisión 10% agosto — Carrera 9 # 26-93 Apto 901,28150505,184450,,Descuento de comisión e IVA
CI-202608-0028,2026-08-05,Comisión 10% agosto — Carrera 9 # 26-93 Apto 901,415510,,155000,Comisión de administración
CI-202608-0028,2026-08-05,Comisión 10% agosto — Carrera 9 # 26-93 Apto 901,240805,,29450,IVA 19 % sobre la comisión
CI-202608-0040,2026-08-05,Comisión 9% agosto — Calle 84C # 41-35 Casa 29,28150505,439110,,Descuento de comisión e IVA
CI-202608-0040,2026-08-05,Comisión 9% agosto — Calle 84C # 41-35 Casa 29,415510,,369000,Comisión de administración
CI-202608-0040,2026-08-05,Comisión 9% agosto — Calle 84C # 41-35 Casa 29,240805,,70110,IVA 19 % sobre la comisión
CI-202608-0042,2026-08-05,Comisión 10% agosto — Diagonal 28 # 24-85 Apto 1402,28150505,440300,,Descuento de comisión e IVA
CI-202608-0042,2026-08-05,Comisión 10% agosto — Diagonal 28 # 24-85 Apto 1402,415510,,370000,Comisión de administración
CI-202608-0042,2026-08-05,Comisión 10% agosto — Diagonal 28 # 24-85 Apto 1402,240805,,70300,IVA 19 % sobre la comisión
CI-202608-0048,2026-08-05,Comisión 9% agosto — Calle 17 # 58-43 Apto 401,28150505,476595,,Descuento de comisión e IVA
CI-202608-0048,2026-08-05,Comisión 9% agosto — Calle 17 # 58-43 Apto 401,415510,,400500,Comisión de administración
CI-202608-0048,2026-08-05,Comisión 9% agosto — Calle 17 # 58-43 Apto 401,240805,,76095,IVA 19 % sobre la comisión
CI-202608-0049,2026-08-05,Comisión 8% agosto — Carrera 161 # 4-10 Casa 27,28150505,685440,,Descuento de comisión e IVA
CI-202608-0049,2026-08-05,Comisión 8% agosto — Carrera 161 # 4-10 Casa 27,415510,,576000,Comisión de administración
CI-202608-0049,2026-08-05,Comisión 8% agosto — Carrera 161 # 4-10 Casa 27,240805,,109440,IVA 19 % sobre la comisión
CI-202608-0052,2026-08-05,Comisión 8% agosto — Calle 53 # 60-72 Apto 1103,28150505,185640,,Descuento de comisión e IVA
CI-202608-0052,2026-08-05,Comisión 8% agosto — Calle 53 # 60-72 Apto 1103,415510,,156000,Comisión de administración
CI-202608-0052,2026-08-05,Comisión 8% agosto — Calle 53 # 60-72 Apto 1103,240805,,29640,IVA 19 % sobre la comisión
CI-202608-0060,2026-08-05,Comisión 8% agosto — Calle 4 # 45-16,28150505,285600,,Descuento de comisión e IVA
CI-202608-0060,2026-08-05,Comisión 8% agosto — Calle 4 # 45-16,415510,,240000,Comisión de administración
CI-202608-0060,2026-08-05,Comisión 8% agosto — Calle 4 # 45-16,240805,,45600,IVA 19 % sobre la comisión
CI-202608-0064,2026-08-05,Comisión 10% agosto — Calle 6 Bis # 10-96 Local 18,28150505,1124550,,Descuento de comisión e IVA
CI-202608-0064,2026-08-05,Comisión 10% agosto — Calle 6 Bis # 10-96 Local 18,415510,,945000,Comisión de administración
CI-202608-0064,2026-08-05,Comisión 10% agosto — Calle 6 Bis # 10-96 Local 18,240805,,179550,IVA 19 % sobre la comisión
CI-202608-0065,2026-08-05,Comisión 9% agosto — Calle 28 # 42-20 Apto 1403,28150505,380205,,Descuento de comisión e IVA
CI-202608-0065,2026-08-05,Comisión 9% agosto — Calle 28 # 42-20 Apto 1403,415510,,319500,Comisión de administración
CI-202608-0065,2026-08-05,Comisión 9% agosto — Calle 28 # 42-20 Apto 1403,240805,,60705,IVA 19 % sobre la comisión
CI-202608-0067,2026-08-05,Comisión 9% agosto — Calle 22 # 77-35 Apto 1804,28150505,182070,,Descuento de comisión e IVA
CI-202608-0067,2026-08-05,Comisión 9% agosto — Calle 22 # 77-35 Apto 1804,415510,,153000,Comisión de administración
CI-202608-0067,2026-08-05,Comisión 9% agosto — Calle 22 # 77-35 Apto 1804,240805,,29070,IVA 19 % sobre la comisión
CI-202608-0072,2026-08-05,Comisión 8% agosto — Transversal 135 # 75-66 Apto 404,28150505,166600,,Descuento de comisión e IVA
CI-202608-0072,2026-08-05,Comisión 8% agosto — Transversal 135 # 75-66 Apto 404,415510,,140000,Comisión de administración
CI-202608-0072,2026-08-05,Comisión 8% agosto — Transversal 135 # 75-66 Apto 404,240805,,26600,IVA 19 % sobre la comisión
CI-202608-0075,2026-08-05,Comisión 10% julio (atrasado) — Calle 6 # 82-49 Local 16,28150505,493850,,Descuento de comisión e IVA
CI-202608-0075,2026-08-05,Comisión 10% julio (atrasado) — Calle 6 # 82-49 Local 16,415510,,415000,Comisión de administración
CI-202608-0075,2026-08-05,Comisión 10% julio (atrasado) — Calle 6 # 82-49 Local 16,240805,,78850,IVA 19 % sobre la comisión
CI-202608-0081,2026-08-05,Comisión 10% agosto — Avenida 41 # 29-72 Apto 102,28150505,285600,,Descuento de comisión e IVA
CI-202608-0081,2026-08-05,Comisión 10% agosto — Avenida 41 # 29-72 Apto 102,415510,,240000,Comisión de administración
CI-202608-0081,2026-08-05,Comisión 10% agosto — Avenida 41 # 29-72 Apto 102,240805,,45600,IVA 19 % sobre la comisión
CI-202608-0085,2026-08-05,Comisión 10% agosto — Calle 14 # 55-49 Local 13,28150505,755650,,Descuento de comisión e IVA
CI-202608-0085,2026-08-05,Comisión 10% agosto — Calle 14 # 55-49 Local 13,415510,,635000,Comisión de administración
CI-202608-0085,2026-08-05,Comisión 10% agosto — Calle 14 # 55-49 Local 13,240805,,120650,IVA 19 % sobre la comisión
CI-202608-0088,2026-08-05,Comisión 9% agosto — Transversal 11 # 41-72 Apto 502,28150505,374850,,Descuento de comisión e IVA
CI-202608-0088,2026-08-05,Comisión 9% agosto — Transversal 11 # 41-72 Apto 502,415510,,315000,Comisión de administración
CI-202608-0088,2026-08-05,Comisión 9% agosto — Transversal 11 # 41-72 Apto 502,240805,,59850,IVA 19 % sobre la comisión
CI-202608-0089,2026-08-05,Comisión 8% agosto — Carrera 61A # 98-95 Local 18,28150505,590240,,Descuento de comisión e IVA
CI-202608-0089,2026-08-05,Comisión 8% agosto — Carrera 61A # 98-95 Local 18,415510,,496000,Comisión de administración
CI-202608-0089,2026-08-05,Comisión 8% agosto — Carrera 61A # 98-95 Local 18,240805,,94240,IVA 19 % sobre la comisión
CI-202608-0091,2026-08-05,Comisión 9% agosto — Avenida 44 # 29-91 Apto 102,28150505,230265,,Descuento de comisión e IVA
CI-202608-0091,2026-08-05,Comisión 9% agosto — Avenida 44 # 29-91 Apto 102,415510,,193500,Comisión de administración
CI-202608-0091,2026-08-05,Comisión 9% agosto — Avenida 44 # 29-91 Apto 102,240805,,36765,IVA 19 % sobre la comisión
CE-202608-0009,2026-08-05,Giro a propietario agosto — Circular 15 # 99-34 Apto 1801,28150505,1145300,,Giro a Fiduciaria del
CE-202608-0009,2026-08-05,Giro a propietario agosto — Circular 15 # 99-34 Apto 1801,511580,4581,,GMF 4×1000
CE-202608-0009,2026-08-05,Giro a propietario agosto — Circular 15 # 99-34 Apto 1801,111005,,1149881,BANCOLOMBIA 28958747776
CE-202608-0020,2026-08-05,Giro a propietario agosto — Carrera 31 # 74-29 Apto 903,28150505,881000,,Giro a Paula Andrea
CE-202608-0020,2026-08-05,Giro a propietario agosto — Carrera 31 # 74-29 Apto 903,511580,3524,,GMF 4×1000
CE-202608-0020,2026-08-05,Giro a propietario agosto — Carrera 31 # 74-29 Apto 903,111005,,884524,NEQUI 3116928984
CE-202608-0037,2026-08-05,Giro a propietario agosto — Calle 150 # 65-70 Casa 31,28150505,5550300,,Giro a Constructora Altavista
CE-202608-0037,2026-08-05,Giro a propietario agosto — Calle 150 # 65-70 Casa 31,511580,22201,,GMF 4×1000
CE-202608-0037,2026-08-05,Giro a propietario agosto — Calle 150 # 65-70 Casa 31,111005,,5572501,DAVIVIENDA 533431584942
CE-202608-0050,2026-08-05,Giro a propietario agosto — Calle 75 # 10-91 Apto 1002,28150505,969100,,Giro a Camila Arango
CE-202608-0050,2026-08-05,Giro a propietario agosto — Calle 75 # 10-91 Apto 1002,511580,3876,,GMF 4×1000
CE-202608-0050,2026-08-05,Giro a propietario agosto — Calle 75 # 10-91 Apto 1002,111005,,972976,BANCO_OCCIDENTE 446967661
CE-202608-0054,2026-08-05,Giro a propietario agosto — Carrera 26 # 33-94,28150505,4757400,,Giro a Mariana Pérez
CE-202608-0054,2026-08-05,Giro a propietario agosto — Carrera 26 # 33-94,511580,19030,,GMF 4×1000
CE-202608-0054,2026-08-05,Giro a propietario agosto — Carrera 26 # 33-94,111005,,4776430,BANCOLOMBIA 25607323142
CE-202608-0057,2026-08-05,Giro a propietario agosto — Carrera 35 Bis # 56-82 Of. 1508,28150505,1365550,,Giro a Yolanda Uribe
CE-202608-0057,2026-08-05,Giro a propietario agosto — Carrera 35 Bis # 56-82 Of. 1508,511580,5462,,GMF 4×1000
CE-202608-0057,2026-08-05,Giro a propietario agosto — Carrera 35 Bis # 56-82 Of. 1508,111005,,1371012,BANCOLOMBIA 65163803614
CE-202608-0058,2026-08-05,Giro a propietario agosto — Carrera 16 Bis # 97-91 Apto 203,28150505,4008550,,Giro a Inversiones Los
CE-202608-0058,2026-08-05,Giro a propietario agosto — Carrera 16 Bis # 97-91 Apto 203,511580,16034,,GMF 4×1000
CE-202608-0058,2026-08-05,Giro a propietario agosto — Carrera 16 Bis # 97-91 Apto 203,111005,,4024584,BBVA 253612949430
CE-202608-0066,2026-08-05,Giro a propietario agosto — Diagonal 39 # 39-66 Apto 1201,28150505,660750,,Giro a Catalina Quintero
CE-202608-0066,2026-08-05,Giro a propietario agosto — Diagonal 39 # 39-66 Apto 1201,511580,2643,,GMF 4×1000
CE-202608-0066,2026-08-05,Giro a propietario agosto — Diagonal 39 # 39-66 Apto 1201,111005,,663393,BANCOLOMBIA 18485298187
CE-202608-0069,2026-08-05,Giro a propietario agosto — Calle 39 # 85-82 Local 17,28150505,4704960,,Giro a Luis Alberto
CE-202608-0069,2026-08-05,Giro a propietario agosto — Calle 39 # 85-82 Local 17,511580,18820,,GMF 4×1000
CE-202608-0069,2026-08-05,Giro a propietario agosto — Calle 39 # 85-82 Local 17,111005,,4723780,BANCO_CAJA_SOCIAL 23148712718
CE-202608-0073,2026-08-05,Giro a propietario agosto — Avenida 77 # 25-43 Apto 203,28150505,2598950,,Giro a Rentas Urbanas
CE-202608-0073,2026-08-05,Giro a propietario agosto — Avenida 77 # 25-43 Apto 203,511580,10396,,GMF 4×1000
CE-202608-0073,2026-08-05,Giro a propietario agosto — Avenida 77 # 25-43 Apto 203,111005,,2609346,BANCO_CAJA_SOCIAL 36500386693
CE-202608-0074,2026-08-05,Giro a propietario agosto — Carrera 92 # 78-26 Apto 702,28150505,2812635,,Giro a Nicolás Rojas
CE-202608-0074,2026-08-05,Giro a propietario agosto — Carrera 92 # 78-26 Apto 702,511580,11251,,GMF 4×1000
CE-202608-0074,2026-08-05,Giro a propietario agosto — Carrera 92 # 78-26 Apto 702,111005,,2823886,BANCOLOMBIA 75549987822
CE-202608-0077,2026-08-05,Giro a propietario agosto — Avenida 89 # 61-20 Apto 601,28150505,1176240,,Giro a Felipe Ospina
CE-202608-0077,2026-08-05,Giro a propietario agosto — Avenida 89 # 61-20 Apto 601,511580,4705,,GMF 4×1000
CE-202608-0077,2026-08-05,Giro a propietario agosto — Avenida 89 # 61-20 Apto 601,111005,,1180945,DAVIVIENDA 490654387374
CE-202608-0078,2026-08-05,Giro a propietario agosto — Calle 59 # 48-40,28150505,5178820,,Giro a Luisa Fernanda
CE-202608-0078,2026-08-05,Giro a propietario agosto — Calle 59 # 48-40,511580,20715,,GMF 4×1000
CE-202608-0078,2026-08-05,Giro a propietario agosto — Calle 59 # 48-40,111005,,5199535,BANCO_CAJA_SOCIAL 67867534509
CE-202608-0087,2026-08-05,Giro a propietario agosto — Calle 36D # 24-67 Apto 1001,28150505,678600,,Giro a Iván Darío
CE-202608-0087,2026-08-05,Giro a propietario agosto — Calle 36D # 24-67 Apto 1001,511580,2714,,GMF 4×1000
CE-202608-0087,2026-08-05,Giro a propietario agosto — Calle 36D # 24-67 Apto 1001,111005,,681314,BANCO_BOGOTA 445110702
CE-202608-0095,2026-08-05,Giro a propietario agosto — Avenida 56 # 58-80 Apto 801,28150505,2246550,,Giro a Marta Cecilia
CE-202608-0095,2026-08-05,Giro a propietario agosto — Avenida 56 # 58-80 Apto 801,511580,8986,,GMF 4×1000
CE-202608-0095,2026-08-05,Giro a propietario agosto — Avenida 56 # 58-80 Apto 801,111005,,2255536,BANCOLOMBIA 40777195918
CE-202608-0096,2026-08-05,Giro a propietario agosto — Carrera 153A # 14-56 Casa 20,28150505,2598950,,Giro a Juan Camilo
CE-202608-0096,2026-08-05,Giro a propietario agosto — Carrera 153A # 14-56 Casa 20,511580,10396,,GMF 4×1000
CE-202608-0096,2026-08-05,Giro a propietario agosto — Carrera 153A # 14-56 Casa 20,111005,,2609346,BANCO_AV_VILLAS 936461055658
CE-202608-0099,2026-08-05,Arriendo de la oficina agosto,512010,3400000,,
CE-202608-0099,2026-08-05,Arriendo de la oficina agosto,111005,,3400000,
CA-202608-0015,2026-08-05,Pago administración julio (atrasado) — Calle 40 # 15-19 Apto 1602,28150510,480000,,Cuota de administración
CA-202608-0015,2026-08-05,Pago administración julio (atrasado) — Calle 40 # 15-19 Apto 1602,111005,,480000,Transferencia a la copropiedad
RC-202608-0039,2026-08-06,Recaudo canon julio (atrasado) — Calle 84C # 41-35 Casa 29,111005,4100000,,Pago de María Fernanda
RC-202608-0039,2026-08-06,Recaudo canon julio (atrasado) — Calle 84C # 41-35 Casa 29,28150505,,4100000,Canon
RC-202608-0082,2026-08-06,Recaudo canon agosto — Calle 159 # 86-84 Apto 1004,111005,2550000,,Pago de Esteban Hoyos
RC-202608-0082,2026-08-06,Recaudo canon agosto — Calle 159 # 86-84 Apto 1004,28150505,,2300000,Canon
RC-202608-0082,2026-08-06,Recaudo canon agosto — Calle 159 # 86-84 Apto 1004,28150510,,250000,Cuota de administración
CI-202608-0039,2026-08-06,Comisión 9% julio (atrasado) — Calle 84C # 41-35 Casa 29,28150505,439110,,Descuento de comisión e IVA
CI-202608-0039,2026-08-06,Comisión 9% julio (atrasado) — Calle 84C # 41-35 Casa 29,415510,,369000,Comisión de administración
CI-202608-0039,2026-08-06,Comisión 9% julio (atrasado) — Calle 84C # 41-35 Casa 29,240805,,70110,IVA 19 % sobre la comisión
CI-202608-0082,2026-08-06,Comisión 10% agosto — Calle 159 # 86-84 Apto 1004,28150505,273700,,Descuento de comisión e IVA
CI-202608-0082,2026-08-06,Comisión 10% agosto — Calle 159 # 86-84 Apto 1004,415510,,230000,Comisión de administración
CI-202608-0082,2026-08-06,Comisión 10% agosto — Calle 159 # 86-84 Apto 1004,240805,,43700,IVA 19 % sobre la comisión
CE-202608-0059,2026-08-06,Giro a propietario agosto — Carrera 77 # 16-47 Local 14,28150505,1938200,,Giro a Patrimonio Familiar
CE-202608-0059,2026-08-06,Giro a propietario agosto — Carrera 77 # 16-47 Local 14,511580,7753,,GMF 4×1000
CE-202608-0059,2026-08-06,Giro a propietario agosto — Carrera 77 # 16-47 Local 14,111005,,1945953,NEQUI 6022082115
CE-202608-0076,2026-08-06,Giro a propietario agosto — Calle 6 # 82-49 Local 16,28150505,3656150,,Giro a Iván Darío
CE-202608-0076,2026-08-06,Giro a propietario agosto — Calle 6 # 82-49 Local 16,511580,14625,,GMF 4×1000
CE-202608-0076,2026-08-06,Giro a propietario agosto — Calle 6 # 82-49 Local 16,111005,,3670775,BANCO_BOGOTA 445110702
CA-202608-0006,2026-08-06,Pago administración agosto — Circular 15 # 99-34 Apto 1801,28150510,570000,,Cuota de administración
CA-202608-0006,2026-08-06,Pago administración agosto — Circular 15 # 99-34 Apto 1801,111005,,570000,Transferencia a la copropiedad
CA-202608-0017,2026-08-06,Pago administración agosto — Carrera 31 # 74-29 Apto 903,28150510,260000,,Cuota de administración
CA-202608-0017,2026-08-06,Pago administración agosto — Carrera 31 # 74-29 Apto 903,111005,,260000,Transferencia a la copropiedad
CA-202608-0039,2026-08-06,Pago administración agosto — Calle 75 # 10-91 Apto 1002,28150510,360000,,Cuota de administración
CA-202608-0039,2026-08-06,Pago administración agosto — Calle 75 # 10-91 Apto 1002,111005,,360000,Transferencia a la copropiedad
CA-202608-0044,2026-08-06,Pago administración agosto — Carrera 35 Bis # 56-82 Of. 1508,28150510,450000,,Cuota de administración
CA-202608-0044,2026-08-06,Pago administración agosto — Carrera 35 Bis # 56-82 Of. 1508,111005,,450000,Transferencia a la copropiedad
CA-202608-0045,2026-08-06,Pago administración agosto — Carrera 16 Bis # 97-91 Apto 203,28150510,260000,,Cuota de administración
CA-202608-0045,2026-08-06,Pago administración agosto — Carrera 16 Bis # 97-91 Apto 203,111005,,260000,Transferencia a la copropiedad
CA-202608-0052,2026-08-06,Pago administración agosto — Diagonal 39 # 39-66 Apto 1201,28150510,220000,,Cuota de administración
CA-202608-0052,2026-08-06,Pago administración agosto — Diagonal 39 # 39-66 Apto 1201,111005,,220000,Transferencia a la copropiedad
CA-202608-0055,2026-08-06,Pago administración agosto — Calle 39 # 85-82 Local 17,28150510,250000,,Cuota de administración
CA-202608-0055,2026-08-06,Pago administración agosto — Calle 39 # 85-82 Local 17,111005,,250000,Transferencia a la copropiedad
CA-202608-0059,2026-08-06,Pago administración agosto — Avenida 77 # 25-43 Apto 203,28150510,600000,,Cuota de administración
CA-202608-0059,2026-08-06,Pago administración agosto — Avenida 77 # 25-43 Apto 203,111005,,600000,Transferencia a la copropiedad
CA-202608-0060,2026-08-06,Pago administración agosto — Carrera 92 # 78-26 Apto 702,28150510,460000,,Cuota de administración
CA-202608-0060,2026-08-06,Pago administración agosto — Carrera 92 # 78-26 Apto 702,111005,,460000,Transferencia a la copropiedad
CA-202608-0063,2026-08-06,Pago administración agosto — Avenida 89 # 61-20 Apto 601,28150510,240000,,Cuota de administración
CA-202608-0063,2026-08-06,Pago administración agosto — Avenida 89 # 61-20 Apto 601,111005,,240000,Transferencia a la copropiedad
CA-202608-0071,2026-08-06,Pago administración agosto — Calle 36D # 24-67 Apto 1001,28150510,240000,,Cuota de administración
CA-202608-0071,2026-08-06,Pago administración agosto — Calle 36D # 24-67 Apto 1001,111005,,240000,Transferencia a la copropiedad
CA-202608-0079,2026-08-06,Pago administración agosto — Avenida 56 # 58-80 Apto 801,28150510,400000,,Cuota de administración
CA-202608-0079,2026-08-06,Pago administración agosto — Avenida 56 # 58-80 Apto 801,111005,,400000,Transferencia a la copropiedad
RC-202608-0006,2026-08-07,Recaudo canon agosto — Carrera 6 # 81-14 Apto 901,111005,4120000,,Pago de Lina María
RC-202608-0006,2026-08-07,Recaudo canon agosto — Carrera 6 # 81-14 Apto 901,28150505,,3700000,Canon
RC-202608-0006,2026-08-07,Recaudo canon agosto — Carrera 6 # 81-14 Apto 901,28150510,,420000,Cuota de administración
RC-202608-0051,2026-08-07,Recaudo canon agosto — Diagonal 18D # 80-32 Casa 20,111005,2950000,,Pago de Édgar Uribe
RC-202608-0051,2026-08-07,Recaudo canon agosto — Diagonal 18D # 80-32 Casa 20,28150505,,2950000,Canon
RC-202608-0053,2026-08-07,Recaudo canon agosto — Calle 48 # 53-65 Apto 1104,111005,3920000,,Pago de Mateo Muñoz
RC-202608-0053,2026-08-07,Recaudo canon agosto — Calle 48 # 53-65 Apto 1104,28150505,,3650000,Canon
RC-202608-0053,2026-08-07,Recaudo canon agosto — Calle 48 # 53-65 Apto 1104,28150510,,270000,Cuota de administración
RC-202608-0055,2026-08-07,Recaudo canon agosto — Carrera 56 # 50-62 Apto 906,111005,1070000,,Pago de Jaime Duque
RC-202608-0055,2026-08-07,Recaudo canon agosto — Carrera 56 # 50-62 Apto 906,28150505,,900000,Canon
RC-202608-0055,2026-08-07,Recaudo canon agosto — Carrera 56 # 50-62 Apto 906,28150510,,170000,Cuota de administración
RC-202608-0056,2026-08-07,Recaudo canon agosto — Carrera 75 # 86-74 Of. 1104,111005,5930000,,Pago de Carlos Andrés
